data,model,rmse,r2
저가 종가,KNN,1070.7011638163399,0.9756596357937325
저가 종가,LGBM,1175.2545443049994,0.9706738939263015
저가 종가,RF,1227.0522273735114,0.9680319151631078
고가 종가,KNN,1009.3184007692354,0.9783704788591898
고가 종가,RF,1193.8336004445878,0.9697393593174957
고가 종가,LGBM,1363.8783305978675,0.9605050306158645
시가 종가,KNN,1075.679236353094,0.9754327755275799
시가 종가,RF,1227.4661670655914,0.9680103429905195
시가 종가,LGBM,1368.127977794179,0.9602585259765464
MA5 종가,KNN,1131.5403431557672,0.972814920459252
MA5 종가,LGBM,1298.3874268752859,0.9642069155246248
MA5 종가,RF,1343.6835035098757,0.9616659686657515
WMA 종가,KNN,1235.01701809764,0.967615558848947
WMA 종가,RF,1383.0449651730971,0.9593871821937232
WMA 종가,LGBM,1604.8633896557767,0.9453151956295774
PER 종가,RF,1190.9915738837185,0.9698832640918157
PER 종가,LGBM,1410.1751633879794,0.9577782095779734
PER 종가,KNN,2339.1924333035445,0.8838223938028482
foreign_보유수량 종가,LGBM,1167.8881328852688,0.9710403696641496
foreign_보유수량 종가,RF,1290.8657615587556,0.9646204188892781
foreign_보유수량 종가,KNN,1567.1734613859553,0.9478535605531582
MA20 종가,RF,1823.8134741244407,0.9293761542980385
MA20 종가,KNN,1975.1078561903953,0.9171729572264729
MA20 종가,LGBM,2344.692851643653,0.8832753872936209
저가 고가 종가,KNN,1062.3912936843244,0.9760359879767776
저가 고가 종가,RF,1178.017521795615,0.9705358427824826
저가 고가 종가,LGBM,1356.4901689258468,0.9609317620649362
저가 시가 종가,KNN,1112.66066290102,0.9737145152054235
저가 시가 종가,RF,1312.8286977109726,0.9634062728127505
저가 시가 종가,LGBM,1394.1349335556106,0.9587332618570266
저가 MA5 종가,KNN,1140.5922879547818,0.972378237646986
저가 MA5 종가,RF,1303.2821614160287,0.9639365372411023
저가 MA5 종가,LGBM,1436.3588315099944,0.9561957326558299
저가 WMA 종가,KNN,1192.6146276530726,0.9698011234792845
저가 WMA 종가,RF,1376.8797648089596,0.9597484547367766
저가 WMA 종가,LGBM,1526.9206433322927,0.9504979190444892
저가 PER 종가,RF,1147.4187049010443,0.9720466170931371
저가 PER 종가,LGBM,1451.3545905414087,0.9552763145173042
저가 PER 종가,KNN,2257.011366151436,0.8918421575874738
저가 foreign_보유수량 종가,LGBM,1142.2053828626779,0.9723000536509318
저가 foreign_보유수량 종가,RF,1249.3695316115923,0.9668584860255144
저가 foreign_보유수량 종가,KNN,1283.220080626188,0.9650382778492255
저가 MA20 종가,KNN,1703.509611634355,0.9383859581169928
저가 MA20 종가,RF,1740.1981058241279,0.9357034151059586
저가 MA20 종가,LGBM,1984.7502215626305,0.9163622692578223
고가 시가 종가,KNN,1052.598410191128,0.9764757415409111
고가 시가 종가,RF,1193.7027668941,0.969745991548516
고가 시가 종가,LGBM,1376.4853928036378,0.9597715094866042
고가 MA5 종가,KNN,1092.9214177110753,0.9746388818998097
고가 MA5 종가,RF,1271.2074403312902,0.9656897900906813
고가 MA5 종가,LGBM,1526.7394774200848,0.9505096649825236
고가 WMA 종가,KNN,1161.574575379557,0.9713526325907327
고가 WMA 종가,RF,1315.8048836027128,0.9632401686072448
고가 WMA 종가,LGBM,1551.6054706082914,0.9488844395236801
고가 PER 종가,RF,1203.9646850512993,0.9692235857156971
고가 PER 종가,LGBM,1496.2635332987052,0.952465743444441
고가 PER 종가,KNN,2236.308839425268,0.8938172219166167
고가 foreign_보유수량 종가,RF,1198.3313686375718,0.9695109158634599
고가 foreign_보유수량 종가,KNN,1249.1479723574334,0.9668702394064906
고가 foreign_보유수량 종가,LGBM,1253.693167373768,0.9666287064876957
고가 MA20 종가,RF,1615.219570965818,0.9446071565500183
고가 MA20 종가,KNN,1687.8860447862469,0.9395109494390166
고가 MA20 종가,LGBM,2144.3801661490097,0.9023675728124452
시가 MA5 종가,KNN,1166.1911685571206,0.9711244663426737
시가 MA5 종가,RF,1295.5540477977302,0.9643629625084047
시가 MA5 종가,LGBM,1677.6322168093204,0.9402436533361583
시가 WMA 종가,KNN,1241.2252605106164,0.9672891572153803
시가 WMA 종가,RF,1379.032900380386,0.9596224672683441
시가 WMA 종가,LGBM,1666.5305986706283,0.9410319037750847
시가 PER 종가,RF,1187.0155170817204,0.9700840144127509
시가 PER 종가,LGBM,1370.0764909052482,0.9601452442837611
시가 PER 종가,KNN,2265.468213124543,0.8910301209775323
시가 foreign_보유수량 종가,RF,1271.1275435786251,0.9656941028222183
시가 foreign_보유수량 종가,KNN,1299.8638546077239,0.9641254668789723
시가 foreign_보유수량 종가,LGBM,1384.006829936714,0.9593306726466079
시가 MA20 종가,RF,1713.8834074271836,0.9376332559861894
시가 MA20 종가,KNN,1721.3095058642168,0.9370916264295134
시가 MA20 종가,LGBM,2108.833619667143,0.9055775736744286
MA5 WMA 종가,KNN,1257.3751489485408,0.9664324018038365
MA5 WMA 종가,RF,1408.3032692095637,0.9578902272472992
MA5 WMA 종가,LGBM,1663.2936512677497,0.9412607519626506
MA5 PER 종가,RF,1260.8130324185313,0.9662485914987134
MA5 PER 종가,LGBM,1696.9114329721137,0.9388623312822486
MA5 PER 종가,KNN,2249.695348040095,0.8925422003837611
MA5 foreign_보유수량 종가,LGBM,1221.8040097498833,0.9683047913566167
MA5 foreign_보유수량 종가,KNN,1297.443725559792,0.964258927281446
MA5 foreign_보유수량 종가,RF,1408.3245727494734,0.957888953240444
MA5 MA20 종가,KNN,1786.627488850576,0.932226713490988
MA5 MA20 종가,RF,1796.9242600262228,0.9314432743510173
MA5 MA20 종가,LGBM,2226.6140036144375,0.8947358725099062
WMA PER 종가,RF,1267.1417078349323,0.9659089094162766
WMA PER 종가,LGBM,1566.3817023106442,0.9479062375390686
WMA PER 종가,KNN,2289.5341995324557,0.8887026578939612
WMA foreign_보유수량 종가,KNN,1361.6173173274178,0.9606358701915568
WMA foreign_보유수량 종가,RF,1379.8045742000802,0.959577266022428
WMA foreign_보유수량 종가,LGBM,1705.448065141608,0.9382456549347815
WMA MA20 종가,LGBM,1600.0859028983782,0.9456402912938361
WMA MA20 종가,RF,1739.0580188187364,0.9357876350442557
WMA MA20 종가,KNN,1876.1982297779016,0.9252608823182564
PER foreign_보유수량 종가,RF,1218.896751187427,0.9684554481493413
PER foreign_보유수량 종가,LGBM,1333.9387690858987,0.9622199687647671
PER foreign_보유수량 종가,KNN,2410.2738331754167,0.8766545042898076
PER MA20 종가,RF,1646.0440783086137,0.9424727724512606
PER MA20 종가,LGBM,1762.9260247680534,0.9340129519050848
PER MA20 종가,KNN,2593.4932215526223,0.8571892968991042
foreign_보유수량 MA20 종가,RF,1665.9625135894062,0.9410720988800857
foreign_보유수량 MA20 종가,KNN,2042.4095126973878,0.9114321357784863
foreign_보유수량 MA20 종가,LGBM,2047.6036118194402,0.9109810849781798
저가 고가 시가 종가,KNN,1077.48245781541,0.9753503396557132
저가 고가 시가 종가,RF,1194.1615461664155,0.9697227318567058
저가 고가 시가 종가,LGBM,1410.673622916759,0.9577483557358691
저가 고가 MA5 종가,KNN,1110.7049288265443,0.9738068384812235
저가 고가 MA5 종가,RF,1240.2353501480848,0.9673413119547194
저가 고가 MA5 종가,LGBM,1525.0112511054892,0.9506216449129506
저가 고가 WMA 종가,KNN,1151.1126813464152,0.971866342267968
저가 고가 WMA 종가,RF,1301.0938704292446,0.9640575411177713
저가 고가 WMA 종가,LGBM,1568.3094749408835,0.9477779332736836
저가 고가 PER 종가,RF,1130.7106404762421,0.9728547727968992
저가 고가 PER 종가,LGBM,1586.1237434914149,0.9465848250054167
저가 고가 PER 종가,KNN,2163.121820384135,0.9006535210595948
저가 고가 foreign_보유수량 종가,KNN,1208.2389053088893,0.9690046778429589
저가 고가 foreign_보유수량 종가,RF,1212.3575749352133,0.9687930026924318
저가 고가 foreign_보유수량 종가,LGBM,1287.8910167991078,0.9647832924584552
저가 고가 MA20 종가,RF,1524.549837552836,0.9506515206210057
저가 고가 MA20 종가,KNN,1553.6843871758365,0.9487473735271377
저가 고가 MA20 종가,LGBM,2190.293822332745,0.8981419683715552
저가 시가 MA5 종가,KNN,1165.822793989669,0.9711427057746068
저가 시가 MA5 종가,RF,1330.904716589782,0.9623916351729274
저가 시가 MA5 종가,LGBM,1544.3967020477164,0.949358302592016
저가 시가 WMA 종가,KNN,1213.5370581603765,0.9687322515813526
저가 시가 WMA 종가,RF,1331.7035085959162,0.9623464775053594
저가 시가 WMA 종가,LGBM,1565.651267755921,0.9479548109003979
저가 시가 PER 종가,RF,1210.50166311978,0.9688884746973697
저가 시가 PER 종가,LGBM,1367.632974608014,0.9602872785461692
저가 시가 PER 종가,KNN,2190.1136197194273,0.8981587280667463
저가 시가 foreign_보유수량 종가,KNN,1235.0045916164386,0.967616210536525
저가 시가 foreign_보유수량 종가,RF,1239.7700686838848,0.967365811549662
저가 시가 foreign_보유수량 종가,LGBM,1300.7963392686852,0.9640739777162486
저가 시가 MA20 종가,KNN,1584.7509210884616,0.946677248834367
저가 시가 MA20 종가,RF,1584.946725144736,0.9466640714247959
저가 시가 MA20 종가,LGBM,2150.478160254714,0.901811506781668
저가 MA5 WMA 종가,KNN,1242.3154583173362,0.96723167055075
저가 MA5 WMA 종가,RF,1382.8724658861795,0.95939731237083
저가 MA5 WMA 종가,LGBM,1593.0723479866626,0.9461157898109183
저가 MA5 PER 종가,RF,1230.9465858588637,0.9678286756627329
저가 MA5 PER 종가,LGBM,1631.1307940732017,0.9435104524226429
저가 MA5 PER 종가,KNN,2158.393469586086,0.9010873677275215
저가 MA5 foreign_보유수량 종가,LGBM,1210.8099010327837,0.9688726284199589
저가 MA5 foreign_보유수량 종가,KNN,1265.8185102615637,0.9659800706694476
저가 MA5 foreign_보유수량 종가,RF,1377.8389526929686,0.9596923536251056
저가 MA5 MA20 종가,RF,1558.755876966614,0.9484122328804525
저가 MA5 MA20 종가,KNN,1625.8273523030123,0.9438771943012945
저가 MA5 MA20 종가,LGBM,2051.5347295022675,0.9106389486867895
저가 WMA PER 종가,RF,1244.8993180794648,0.9670952207987036
저가 WMA PER 종가,LGBM,1569.692805784454,0.9476857674649926
저가 WMA PER 종가,KNN,2183.7711031187405,0.8987477337267438
저가 WMA foreign_보유수량 종가,KNN,1283.3047998549978,0.9650336612944229
저가 WMA foreign_보유수량 종가,RF,1333.830566699918,0.9622260975674113
저가 WMA foreign_보유수량 종가,LGBM,1581.5267628495103,0.9468939972199133
저가 WMA MA20 종가,LGBM,1442.0093589884134,0.9558504093732287
저가 WMA MA20 종가,RF,1617.4174097455889,0.9444563072526201
저가 WMA MA20 종가,KNN,1696.701933877839,0.9388774263488785
저가 PER foreign_보유수량 종가,LGBM,1169.065211013996,0.9709819652253779
저가 PER foreign_보유수량 종가,RF,1197.2096748376543,0.9695679675461829
저가 PER foreign_보유수량 종가,KNN,2307.1107618677725,0.8869872578285843
저가 PER MA20 종가,RF,1551.2659996459372,0.9489068039076841
저가 PER MA20 종가,LGBM,1659.694248475353,0.9415147028484001
저가 PER MA20 종가,KNN,2353.9318035030806,0.88235369919375
저가 foreign_보유수량 MA20 종가,RF,1631.7621969525355,0.9434667102941605
저가 foreign_보유수량 MA20 종가,KNN,1721.813325981452,0.9370547950026676
저가 foreign_보유수량 MA20 종가,LGBM,1829.103900556449,0.9289658358424758
고가 시가 MA5 종가,KNN,1127.9352540748498,0.9729878679154519
고가 시가 MA5 종가,RF,1260.8896151317138,0.9662444912033153
고가 시가 MA5 종가,LGBM,1528.51140443715,0.950394721796469
고가 시가 WMA 종가,KNN,1178.483902899086,0.9705125082461792
고가 시가 WMA 종가,RF,1326.1787064064983,0.9626582537251761
고가 시가 WMA 종가,LGBM,1571.7373070565266,0.9475494017134302
고가 시가 PER 종가,RF,1203.9508630600242,0.9692242923624836
고가 시가 PER 종가,LGBM,1575.5717290364375,0.9472931718076134
고가 시가 PER 종가,KNN,2129.929835692333,0.9036789702134571
고가 시가 foreign_보유수량 종가,RF,1153.520339670337,0.9717485309109899
고가 시가 foreign_보유수량 종가,KNN,1208.8363022542105,0.9689740198525395
고가 시가 foreign_보유수량 종가,LGBM,1334.8463916467983,0.9621685396061086
고가 시가 MA20 종가,KNN,1571.3597471235835,0.9475745978651445
고가 시가 MA20 종가,RF,1599.1870578066894,0.9457013470577731
고가 시가 MA20 종가,LGBM,2142.874352570475,0.9025046423661203
고가 MA5 WMA 종가,KNN,1190.3001669392424,0.9699182213100498
고가 MA5 WMA 종가,RF,1351.9901291771,0.9611905431643202
고가 MA5 WMA 종가,LGBM,1653.1950061101124,0.9419718543743514
고가 MA5 PER 종가,RF,1221.3507003106,0.9683283058840036
고가 MA5 PER 종가,LGBM,1586.3884332220243,0.9465669958441821
고가 MA5 PER 종가,KNN,2109.7667878997268,0.9054939905004447
고가 MA5 foreign_보유수량 종가,KNN,1210.1489185866897,0.9689066040759706
고가 MA5 foreign_보유수량 종가,LGBM,1288.116826397381,0.9647709420846645
고가 MA5 foreign_보유수량 종가,RF,1365.463169956748,0.9604131902405411
고가 MA5 MA20 종가,RF,1535.6835899357175,0.9499281070764817
고가 MA5 MA20 종가,KNN,1618.7592255568313,0.9443641104954478
고가 MA5 MA20 종가,LGBM,2119.8247833582,0.9045907562658524
고가 WMA PER 종가,RF,1257.1096771290522,0.9664465746792148
고가 WMA PER 종가,LGBM,1521.5095760393679,0.9508481461185987
고가 WMA PER 종가,KNN,2128.800461708519,0.9037810896569297
고가 WMA foreign_보유수량 종가,KNN,1270.2860956833424,0.9657395067169047
고가 WMA foreign_보유수량 종가,RF,1288.362860034415,0.9647574831175411
고가 WMA foreign_보유수량 종가,LGBM,1466.56653432477,0.9543338852108136
고가 WMA MA20 종가,RF,1558.0011161422879,0.948462179122276
고가 WMA MA20 종가,KNN,1674.4901004121061,0.9404672846675416
고가 WMA MA20 종가,LGBM,1685.248441300278,0.9396998501914036
고가 PER foreign_보유수량 종가,RF,1211.556338942171,0.9688342378980862
고가 PER foreign_보유수량 종가,LGBM,1262.053261628364,0.9661821580630408
고가 PER foreign_보유수량 종가,KNN,2302.1124763786192,0.8874764047493173
고가 PER MA20 종가,RF,1489.851246792476,0.9528722896749822
고가 PER MA20 종가,LGBM,1724.1236591415095,0.9368857616265487
고가 PER MA20 종가,KNN,2359.795663605591,0.8817668336757587
고가 foreign_보유수량 MA20 종가,RF,1557.7670890949812,0.9484776609317063
고가 foreign_보유수량 MA20 종가,KNN,1737.7682320964805,0.9358828469838987
고가 foreign_보유수량 MA20 종가,LGBM,1958.8420726477007,0.9185315657640358
시가 MA5 WMA 종가,KNN,1276.9853522779615,0.9653771866707891
시가 MA5 WMA 종가,RF,1407.0618495086098,0.9579644340776459
시가 MA5 WMA 종가,LGBM,1755.9898824634877,0.9345311757664899
시가 MA5 PER 종가,RF,1225.116613407879,0.9681326917485709
시가 MA5 PER 종가,LGBM,1567.0085127506006,0.9478645370424547
시가 MA5 PER 종가,KNN,2131.2859074742632,0.9035562809032727
시가 MA5 foreign_보유수량 종가,LGBM,1245.5306312141563,0.9670618390042758
시가 MA5 foreign_보유수량 종가,KNN,1274.4026152604533,0.9655170961735347
시가 MA5 foreign_보유수량 종가,RF,1342.6311771669064,0.961725988922739
시가 MA5 MA20 종가,RF,1584.1329172287203,0.946718829173761
시가 MA5 MA20 종가,KNN,1631.182473394723,0.9435068728350962
시가 MA5 MA20 종가,LGBM,2237.6933403722305,0.8936857054987772
시가 WMA PER 종가,RF,1270.6836546821044,0.9657180584796069
시가 WMA PER 종가,LGBM,1556.4355407671073,0.9485657038285426
시가 WMA PER 종가,KNN,2154.0971853319697,0.9014807472036047
시가 WMA foreign_보유수량 종가,KNN,1303.479406640514,0.9639256203663029
시가 WMA foreign_보유수량 종가,RF,1313.3381901313523,0.9633778641643662
시가 WMA foreign_보유수량 종가,LGBM,1740.9611597936675,0.9356470163308581
시가 WMA MA20 종가,RF,1685.1010371858815,0.939710398311475
시가 WMA MA20 종가,KNN,1706.9337437059726,0.9381380151060043
시가 WMA MA20 종가,LGBM,1721.3583997528297,0.9370880525473215
시가 PER foreign_보유수량 종가,RF,1216.6703623900128,0.9685705789784562
시가 PER foreign_보유수량 종가,LGBM,1443.941114106895,0.9557320421476626
시가 PER foreign_보유수량 종가,KNN,2347.192189084324,0.8830264082579529
시가 PER MA20 종가,RF,1485.1455571649835,0.9531695249202085
시가 PER MA20 종가,LGBM,1656.7388544068358,0.9417228052832465
시가 PER MA20 종가,KNN,2339.3855407798983,0.8838032113789901
시가 foreign_보유수량 MA20 종가,RF,1673.5305857817525,0.9405354918730547
시가 foreign_보유수량 MA20 종가,KNN,1739.6247557953575,0.9357457762322428
시가 foreign_보유수량 MA20 종가,LGBM,2065.472243397458,0.9094206397252766
MA5 WMA PER 종가,RF,1273.313938799209,0.96557598602579
MA5 WMA PER 종가,LGBM,1626.2232634338247,0.9438498576362664
MA5 WMA PER 종가,KNN,2235.3515591516752,0.8939081082213076
MA5 WMA foreign_보유수량 종가,RF,1359.5155529357025,0.9607572997179666
MA5 WMA foreign_보유수량 종가,KNN,1361.79795751885,0.9606254249430567
MA5 WMA foreign_보유수량 종가,LGBM,1446.6732129807122,0.9555643637612706
MA5 WMA MA20 종가,LGBM,1539.7730777303311,0.9496610715453105
MA5 WMA MA20 종가,RF,1701.0225785818882,0.9385657332110803
MA5 WMA MA20 종가,KNN,1779.9665039164242,0.9327311222831101
MA5 PER foreign_보유수량 종가,RF,1343.0823854845721,0.9617002596617643
MA5 PER foreign_보유수량 종가,LGBM,1495.7729061174334,0.9524969114495341
MA5 PER foreign_보유수량 종가,KNN,2307.228711638373,0.8869757021044514
MA5 PER MA20 종가,RF,1505.2784988552983,0.9518912315507662
MA5 PER MA20 종가,LGBM,1805.8725348978758,0.9307587804122659
MA5 PER MA20 종가,KNN,2380.3321327077892,0.8796999960951315
MA5 foreign_보유수량 MA20 종가,RF,1594.593408402781,0.9460128437427203
MA5 foreign_보유수량 MA20 종가,KNN,1827.01689387633,0.9291278432595257
MA5 foreign_보유수량 MA20 종가,LGBM,2134.937798041335,0.9032254912610513
WMA PER foreign_보유수량 종가,RF,1367.7671050259964,0.9602794885246743
WMA PER foreign_보유수량 종가,LGBM,1565.7243820010312,0.9479499498772039
WMA PER foreign_보유수량 종가,KNN,2340.821652715552,0.8836605048331597
WMA PER MA20 종가,RF,1541.4653451249021,0.9495503620643857
WMA PER MA20 종가,LGBM,1606.0416527958896,0.9452348688646164
WMA PER MA20 종가,KNN,2454.058032877232,0.8721324982761371
WMA foreign_보유수량 MA20 종가,LGBM,1410.9455677625267,0.9577320639101641
WMA foreign_보유수량 MA20 종가,RF,1607.5155825267623,0.9451343023633086
WMA foreign_보유수량 MA20 종가,KNN,1918.5163626518913,0.9218513395846101
PER foreign_보유수량 MA20 종가,RF,1668.6017047729872,0.9408852457143464
PER foreign_보유수량 MA20 종가,LGBM,1971.710183479351,0.9174576780095742
PER foreign_보유수량 MA20 종가,KNN,2631.76295343899,0.8529435555868742
